,associated,name,code,level,desc,imgs,page,includes,img_1,img_2
605,,Roadway Pavement,G2010.10,300,"Inclusions:
• Thickness of buildup
• Grading information (points and edges)
• 2D Pattern of joints",1441,176,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1441.png,
606,,Roadway Pavement,G2010.10,350,"Inclusions:
• Grading information (points and edges)
• Expansion joints
• Path intersections
• Curb ramps
• Thickened edges",1442,176,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1442.png,
607,,Roadway Curbs and Gutters,G2010.20,100,See G20,,176,,,
608,,Roadway Curbs and Gutters,G2010.20,200,"Inclusions:
• Full plan extents",1443,176,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1443.png,
609,,Roadway Curbs and Gutters,G2010.20,300,"Inclusions:
• Profile of curb
• Finish grade (top)
• Curb cuts and tapers (e.g. for ramps)",1444,176,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1444.png,
610,,Roadway Curbs and Gutters,G2010.20,350,"Inclusions:
• Rough openings for storm drains or inlets",1450,177,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1450.png,
611,,Roadway Curbs and Gutters,G2010.20,400,"Inclusions:
• Chamfers and nosing
• joints",,177,,,
612,,Exterior Steps and Ramps,G2030.30,100,See G20,,178,,,
613,,Exterior Steps and Ramps,G2030.30,200,"Inclusions:
• Full plan extents",1456,178,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1456.png,
614,,Exterior Steps and Ramps,G2030.30,300,"Inclusions:
• Stair grades at top and bottom
• Nosing",1463,179,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1463.png,
615,,Exterior Steps and Ramps,G2030.30,350,"Inclusions:
• Thickened edges and/or footings",1464,179,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1464.png,
616,,Exterior Steps and Ramps,G2030.30,400,"Inclusions:
• Additional profile and nosing details
• Dowels and reinforcing",,179,,,
617,"Associated Masterformat Sections: 01 89 16 For Equipment and Play Structures, see sections 21-01 Substructure & 21-02 Shell. ","Athletic, Recreational, and Playfield Areas",G2050 / 21-07 20 50 / Ss 30 14,100,See G20,,180,"Includes: Surfacing, fencing, equipment, grandstands and bleachers, and lighting for athletic, recreational, and playfield areas. May Include: Site earthwork. ",,
618,"Associated Masterformat Sections: 01 89 16 For Equipment and Play Structures, see sections 21-01 Substructure & 21-02 Shell. ","Athletic, Recreational, and Playfield Areas",G2050 / 21-07 20 50 / Ss 30 14,200,See G20,,180,"Includes: Surfacing, fencing, equipment, grandstands and bleachers, and lighting for athletic, recreational, and playfield areas. May Include: Site earthwork. ",,
619,"Associated Masterformat Sections: 01 89 16 For Equipment and Play Structures, see sections 21-01 Substructure & 21-02 Shell. ","Athletic, Recreational, and Playfield Areas",G2050 / 21-07 20 50 / Ss 30 14,300,"Element modeling to include:
• Overall size and geometry of all elements
• Crossfalls & drainage slopes
• Linemarking",,180,"Includes: Surfacing, fencing, equipment, grandstands and bleachers, and lighting for athletic, recreational, and playfield areas. May Include: Site earthwork. ",,
620,"Associated Masterformat Sections: 01 89 16 For Equipment and Play Structures, see sections 21-01 Substructure & 21-02 Shell. ","Athletic, Recreational, and Playfield Areas",G2050 / 21-07 20 50 / Ss 30 14,350,"Element modeling to include:
• Fall zones
• Subsurface structure",,180,"Includes: Surfacing, fencing, equipment, grandstands and bleachers, and lighting for athletic, recreational, and playfield areas. May Include: Site earthwork. ",,
621,,Retaining Walls,G2060.60,100,See G20,,180,,,
622,,Retaining Walls,G2060.60,200,"Inclusions:
• Full plan extents",1469,180,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1469.png,
623,,Retaining Walls,G2060.60,300,"Inclusions:
• thickness of wall
• Top of wall
• depth may be approximate",1474,181,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1474.png,
624,,Retaining Walls,G2060.60,350,"Inclusions:
• All layers
• Footing",1475,181,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1475.png,
625,,Retaining Walls,G2060.60,400,"Inclusions:
• Joints
• Reinforcing",,181,,,
626,,Planting Irrigation,G2080.10,100,See G20,,181,,,
627,,Planting Irrigation,G2080.10,200,"Inclusions:
• Schematic layout with approximate size, shape,
and location of mainline.",1476,181,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1476.png,
628,,Planting Irrigation,G2080.10,300,"Inclusions:
• Accurate mainline and point of connection (POC)
• Major components (pumps, controllers, flow
sensors, etc.) and all fittings (valves, sprinkler
heads, etc) and other are shown, though may be
diagrammatic and not fully sized on laterals
• Major servicing and access clearance
requirements are depicted
• Concrete pads modeled at nominal thickness if
applicable
• Drip areas designated in plan",1481,182,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1481.png,
629,,Planting Irrigation,G2080.10,350,"Inclusions:
• Mainline sleeving
• Drip lines, may be delineated as massing/area
element at specified elevation (in 3d model)
• Lateral lines and sleeving are modeled as
design-specified size and location",1482,182,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1482.png,
630,,Planting Irrigation,G2080.10,400,"Inclusions:
• Modeled as actual construction elements
• Actual size, shape, spacing, and
location/connections of pipe, valves, fittings, and
sleeves",,182,,,
631,,Turf and Grasses,G2080.20,100,See G20,,182,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,
632,,Turf and Grasses,G2080.20,200,"Inclusions:
• Turf and seeding areas are shown. Areas may be
flat or not represented as 3D elements",,182,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,
633,,Turf and Grasses,G2080.20,300,"Inclusions:
• All areas are separated by distinct species or mix
• Areas or masses follow the grading surface",,182,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,
634,,Turf and Grasses,G2080.20,350,"Inclusions:
• Root system is accounted for within the depth of
the massing element.",,182,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,
635,,Turf and Grasses,G2080.20,400,,,183,Includes: Lawns and grasses including seeding and sodding. For Grasses see G2080.40 ,,
636,,Groundcovers and Smaller Shrubs.,G2080.30.10,100,See G20,,183,,,
637,,Groundcovers and Smaller Shrubs.,G2080.30.10,200,"Inclusions:
• Larger mass, zones, or areas.
• May be a flat mass or mesh",1487,183,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1487.png,
638,,Groundcovers and Smaller Shrubs.,G2080.30.10,300,"Inclusions:
• All areas are separated by distinct species or mix
• 3D form that drapes on grade (mass or individual
plants)",1488,183,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1488.png,
639,,Groundcovers and Smaller Shrubs.,G2080.30.10,350,"Inclusions:
• Clear zones around trees
• Individual plants may be shown, though exact
location may not be precise.
• Root or container element shown for smaller
plants or included in thickness for massed areas",1489,183,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1489.png,
640,,Groundcovers and Smaller Shrubs.,G2080.30.10,400,"Inclusions:
• All individual plants are shown
• Location is exact for install",1490,183,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1490.png,
641,,Trees and Large Shrubs.,G2080.30.20.,100,See G20,,184,,,
642,,Trees and Large Shrubs.,G2080.30.20.,200,"Inclusions:
• Individual trees location is shown",1495,184,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1495.png,
643,,Trees and Large Shrubs.,G2080.30.20.,300,"Inclusions:
• 3D rootball and clear zone for hole (at
installation) - Canopy size at maturity (75-100%
height or as noted)",1496,184,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1496.png,
644,,Trees and Large Shrubs.,G2080.30.20.,350,"Inclusions:
• Staking and/or guying
• Canopy clearances at maturity",1497,184,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1497.png,
645,,Trees and Large Shrubs.,G2080.30.20.,400,,,184,,,
646,,Planting Soil (Planting Preparation),G2080.80.10,100,See G20,,184,,,
647,,Planting Soil (Planting Preparation),G2080.80.10,200,"Inclusions:
• Full plan extents
• Nominal thickness of build up",1502,185,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1502.png,
648,,Planting Soil (Planting Preparation),G2080.80.10,300,"Inclusions:
• Finish grade
• Actual thickness of buildup, including varying
bottom slope(s)",1503,185,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1503.png,
649,,Planting Soil (Planting Preparation),G2080.80.10,350,"• Inclusions:
• Tapered edges",1504,185,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1504.png,
650,,Planting Soil (Planting Preparation),G2080.80.10,400,,,185,,,
651,,Existing Trees and Plant Protection,G2080.80.20,100,See G20,,185,Includes: existing trees. ,,
652,,Existing Trees and Plant Protection,G2080.80.20,200,"Inclusions:
• Existing trees, both to be removed and to retain
• Model representation of planting size and extents
may be approximate.
• Tree protection zone/massing for existing trees",,185,Includes: existing trees. ,,
653,,Existing Trees and Plant Protection,G2080.80.20,300,"Inclusions:
• Location of existing root zone is delineated in
plan in the model.",,185,Includes: existing trees. ,,
654,,Existing Trees and Plant Protection,G2080.80.20,350,"Inclusions:
• Tree protection element/fencing for existing trees
is modeled at correct height and shape",,186,Includes: existing trees. ,,
655,,Existing Trees and Plant Protection,G2080.80.20,400,,,186,Includes: existing trees. ,,
656,Associated Masterformat Sections: 01 89 19 ,Liquid and Gas Site Utilities,G30 / 21-07 30 / Ss 55 20,100,"Inclusions:
• Diagrammatic or schematic elements;",,186,,,
657,Associated Masterformat Sections: 01 89 19 ,Liquid and Gas Site Utilities,G30 / 21-07 30 / Ss 55 20,200,"Inclusions:
• Schematic layout of generic model elements with approximate
size, shape, and location of elements;",,186,,,
658,Associated Masterformat Sections: 33 10 00 ,Water Utilities,G3010 / 21-07 30 10 / Ss 55 70,100,See G30,,186,"Includes: Water distribution for domestic consumption, fire fighting, and irrigation for a facility site and for multiple facilities. Includes trenching and backfilling. Includes Liquid and Gas Site Utilities Supplementary Components as appropriate. ",,
659,Associated Masterformat Sections: 33 10 00 ,Water Utilities,G3010 / 21-07 30 10 / Ss 55 70,200,See G30,,186,"Includes: Water distribution for domestic consumption, fire fighting, and irrigation for a facility site and for multiple facilities. Includes trenching and backfilling. Includes Liquid and Gas Site Utilities Supplementary Components as appropriate. ",,
660,Associated Masterformat Sections: 01 89 19 / 33 21 00 / 33 11 00 / 33 12 00 / 33 12 13 33 12 16 / 33 12 19 / 33 12 23 / 33 12 33 / 33 13 00 / 33 16 00 / 33 47 19.13 / 33 47 13.13 33 47 16.13 ,Site Domestic Water Distribution,G3010.10 / 21-07 30 10 10 / Ss 55 70 38,100,See G30,,186,"Includes: Supply wells, piping, equipment, storage tanks, and water ponds and reservoirs. ",,
661,Associated Masterformat Sections: 01 89 19 / 33 21 00 / 33 11 00 / 33 12 00 / 33 12 13 33 12 16 / 33 12 19 / 33 12 23 / 33 12 33 / 33 13 00 / 33 16 00 / 33 47 19.13 / 33 47 13.13 33 47 16.13 ,Site Domestic Water Distribution,G3010.10 / 21-07 30 10 10 / Ss 55 70 38,200,See G30,,186,"Includes: Supply wells, piping, equipment, storage tanks, and water ponds and reservoirs. ",,
662,Associated Masterformat Sections: 01 89 19 / 33 21 00 / 33 11 19 / 33 12 00 / 33 12 13 / 33 12 16 / 33 12 19 / 33 12 23 / 33 12 33 / 33 16 00 / 33 47 19.33 / 33 47 13.13 / 33 47 16.13 ,Site Fire Protection Water Distribution,G3010.30 / 21-07 30 10 30 / Ss 55 30 96,100,See G30,,187,"Includes: Supply wells, piping, equipment, storage tanks, and water ponds and reservoirs. ",,
663,Associated Masterformat Sections: 01 89 19 / 33 21 00 / 33 11 19 / 33 12 00 / 33 12 13 / 33 12 16 / 33 12 19 / 33 12 23 / 33 12 33 / 33 16 00 / 33 47 19.33 / 33 47 13.13 / 33 47 16.13 ,Site Fire Protection Water Distribution,G3010.30 / 21-07 30 10 30 / Ss 55 30 96,200,See G30,,187,"Includes: Supply wells, piping, equipment, storage tanks, and water ponds and reservoirs. ",,
664,Associated Masterformat Sections: 33 30 00 / 01 89 19 ,Sanitary Sewerage Utilities,G3020 / 21-07 30 20 / --,100,See G30,,187,"Includes: Sanitary sewerage for a facility site and for multiple facilities. Includes piping, septic tanks that serve multiple facilities, structures, and lagoons. Includes trenching and backfilling. Includes Liquid and Gas Site Utilities Supplementary Components as appropriate. ",,
665,Associated Masterformat Sections: 33 30 00 / 01 89 19 ,Sanitary Sewerage Utilities,G3020 / 21-07 30 20 / --,200,See G30,,187,"Includes: Sanitary sewerage for a facility site and for multiple facilities. Includes piping, septic tanks that serve multiple facilities, structures, and lagoons. Includes trenching and backfilling. Includes Liquid and Gas Site Utilities Supplementary Components as appropriate. ",,
666,Associated Masterformat Sections: 33 31 00 / 33 33 00 / 33 34 00 ,Sanitary Sewerage Piping,G3020.20 / 21-07 30 20 20 / Ss 50 35 08 30,100,See G30,,187,,,
667,Associated Masterformat Sections: 33 31 00 / 33 33 00 / 33 34 00 ,Sanitary Sewerage Piping,G3020.20 / 21-07 30 20 20 / Ss 50 35 08 30,200,See G30,,187,,,
668,Associated Masterformat Sections: 33 31 00 / 33 33 00 / 33 34 00 ,Sanitary Sewerage Piping,G3020.20 / 21-07 30 20 20 / Ss 50 35 08 30,300,"Inclusions
Design-specified elements",,187,,,
669,Associated Masterformat Sections: 33 39 00 / 33 39 13 / 33 39 23 ,Sanitary Sewerage Structures,G3020.50 / 21-07 30 20 50 / Ss 50 35 08,100,See G30,,187,,,
670,Associated Masterformat Sections: 33 39 00 / 33 39 13 / 33 39 23 ,Sanitary Sewerage Structures,G3020.50 / 21-07 30 20 50 / Ss 50 35 08,200,"Inclusions:
Element envelopes",,187,,,
671,Associated Masterformat Sections: 33 39 00 / 33 39 13 / 33 39 23 ,Sanitary Sewerage Structures,G3020.50 / 21-07 30 20 50 / Ss 50 35 08,300,"Inclusions:
Design-specified elements",,187,,,
